iso3,year,cr_value,cr_source,cr_notes,wb_region
AZE,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
AZE,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
AZE,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
AZE,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
AZE,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BDI,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BDI,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEL,2018,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2019,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2020,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEL,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BEN,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BEN,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BFA,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BGD,2018,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2019,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2020,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2021,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2022,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2023,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2024,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGD,2025,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BGR,2018,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2019,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2020,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BGR,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BHR,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHR,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,"Middle East, North Africa, Afghanistan & Pakistan"
BHS,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BHS,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BIH,2018,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2019,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2020,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BIH,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2018,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2019,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2020,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLR,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
BLZ,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BLZ,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BMU,2018,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2019,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2020,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2021,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2022,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2023,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2024,0.76,REGIONAL_DEFAULT,North America regional default,North America
BMU,2025,0.76,REGIONAL_DEFAULT,North America regional default,North America
BOL,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BOL,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRA,2018,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2019,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2020,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2021,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2022,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2023,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2024,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRA,2025,0.82,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
BRB,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRB,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Latin America & Caribbean 
BRN,2018,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2019,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2020,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2021,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2022,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2023,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2024,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BRN,2025,0.72,REGIONAL_DEFAULT,East Asia & Pacific regional default,East Asia & Pacific
BTN,2018,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2019,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2020,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2021,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2022,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2023,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2024,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BTN,2025,0.62,REGIONAL_DEFAULT,South Asia regional default,South Asia
BWA,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
BWA,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2018,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2019,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2020,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2021,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2022,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2023,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2024,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAF,2025,0.8,GLOBAL_DEFAULT,Global default Cr = 0.8,Sub-Saharan Africa 
CAN,2018,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2019,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2020,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2021,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2022,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2023,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2024,0.76,REGIONAL_DEFAULT,North America regional default,North America
CAN,2025,0.76,REGIONAL_DEFAULT,North America regional default,North America
CHE,2018,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2019,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2020,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHE,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2018,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2019,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2020,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2021,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2022,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2023,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2024,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHI,2025,0.78,REGIONAL_DEFAULT,Europe & Central Asia regional default,Europe & Central Asia
CHL,2018,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2019,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2020,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2021,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2022,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2023,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2024,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHL,2025,0.58,COUNTRY_FIXED,Country fixed Cr from literature,Latin America & Caribbean 
CHN,2018,0.62,COUNTRY_FIXED,Country fixed Cr from literature,East Asia & Pacific
